seqnames	start	end	width	strand	tx_id	gene_id
chr1	185363044	185428360	65317	+	4023	107508
chr1	185363184	185381831	18648	+	4026	107508
chr1	185367590	185378883	11294	+	4028	107508
chr1	185454848	185468762	13915	+	4033	226781
chr1	185455038	185468762	13725	+	4034	226781
chr1	186967416	186970627	3212	+	4048	110957
chr1	187215511	187349640	134130	+	4051	67769
chr1	187215511	187351427	135917	+	4052	67769
chr1	187215522	187351704	136183	+	4053	67769
chr1	187215544	187234417	18874	+	4055	67769
chr1	187215546	187233901	18356	+	4056	67769
chr1	187215743	187350723	134981	+	4057	67769
chr1	187226180	187351427	125248	+	4058	67769
chr1	187608791	188043502	434712	+	4061	26381
chr1	187609029	188214386	605358	+	4062	26381
chr1	187997827	188214885	217059	+	4065	26381
chr1	187997868	188214884	217017	+	4066	26381
chr1	188263034	188965041	702008	+	4071	22283
chr1	188953744	188964965	11222	+	4074	22283
chr1	189728268	189876695	148428	+	4080	19250
chr1	189786672	189870068	83397	+	4083	19250
chr1	190925112	190946962	21851	+	4092	52477
chr1	190928492	190946962	18471	+	4094	52477
chr1	190928492	190946962	18471	+	4095	52477
chr1	190928492	190946962	18471	+	4096	52477
chr1	190928822	190937702	8881	+	4097	52477
chr1	190928851	190937477	8627	+	4099	52477
chr1	191036639	191042935	6297	+	4105	75558
chr1	191036819	191042942	6124	+	4106	75558
chr1	191063012	191075206	12195	+	4107	381318
chr1	191063024	191076939	13916	+	4108	381318
chr1	191063031	191086474	23444	+	4109	381318
chr1	191098325	191108943	10619	+	4112	381319
chr1	191325912	191350914	25003	+	4121	66950
chr1	191575636	191623688	48053	+	4124	77065
chr1	191575742	191621646	45905	+	4126	77065
chr1	191575762	191608251	32490	+	4127	77065
chr1	191575762	191622746	46985	+	4128	77065
chr1	191717834	191719398	1565	+	4131	226856
chr1	191717834	191784255	66422	+	4132	226856
chr1	191718389	191779977	61589	+	4134	226856
chr1	191718521	191760184	41664	+	4135	226856
chr1	191821444	191833050	11607	+	4136	18005
chr1	191906767	191913247	6481	+	4140	22782
chr1	191907256	191909173	1918	+	4141	22782
chr1	191977370	191988283	10914	+	4142	74023
chr1	191977373	191986392	9020	+	4143	74023
chr1	191978251	191986391	8141	+	4144	74023
chr1	192190774	192510159	319386	+	4151	16510
chr1	192190774	192510159	319386	+	4152	16510
chr1	192434740	192510159	75420	+	4153	16510
chr1	193153111	193172023	18913	+	4160	54139
chr1	193168046	193177832	9787	+	4163	319266
chr1	193173468	193176298	2831	+	4165	319266
chr1	193173492	193174831	1340	+	4166	319266
chr1	193173577	193177832	4256	+	4167	319266
chr1	193173580	193174426	847	+	4168	319266
chr1	193173580	193176300	2721	+	4169	319266
chr1	193173586	193174552	967	+	4170	319266
chr1	193173744	193174595	852	+	4171	319266
chr1	193207725	193343878	136154	+	4175	16780
chr1	193207732	193325992	118261	+	4176	16780
chr1	193301993	193343878	41886	+	4180	16780
chr1	193302243	193343875	41633	+	4182	16780
chr1	194619825	194816869	197045	+	4189	18845
chr1	194764567	194786628	22062	+	4195	18845
chr1	194938819	194961279	22461	+	4199	12490
chr1	194938875	194961279	22405	+	4200	12490
chr1	194938995	194958550	19556	+	4203	12490
chr1	3214482	3671498	457017	-	4217	497097
chr1	3999557	4409241	409685	-	4227	19888
chr1	4292981	4409187	116207	-	4230	19888
chr1	4344146	4360314	16169	-	4231	19888
chr1	4490931	4496413	5483	-	4233	20671
chr1	4491250	4496757	5508	-	4234	20671
chr1	4491390	4497354	5965	-	4235	20671
chr1	4491713	4496363	4651	-	4236	20671
chr1	4492458	4496330	3873	-	4238	20671
chr1	4492465	4493735	1271	-	4239	20671
chr1	4492467	4496396	3930	-	4240	20671
chr1	4773206	4785710	12505	-	4247	27395
chr1	4773211	4785739	12529	-	4248	27395
chr1	4774436	4785698	11263	-	4249	27395
chr1	4781221	4785739	4519	-	4253	27395
chr1	4909576	5019539	109964	-	4257	58175
chr1	4909576	5070285	160710	-	4258	58175
chr1	4910402	5018735	108334	-	4259	58175
chr1	4910474	5019379	108906	-	4260	58175
chr1	4912342	5070282	157941	-	4261	58175
chr1	5913707	5917398	3692	-	4270	226304
chr1	8361475	9298573	937099	-	4285	71096
chr1	8361475	9298864	937390	-	4286	71096
chr1	8361475	9299238	937764	-	4287	71096
chr1	8362678	9299878	937201	-	4288	71096
chr1	8363475	8803943	440469	-	4291	71096
chr1	8675973	9299282	623310	-	4297	71096
chr1	9667415	9700209	32795	-	4315	17864
chr1	9669537	9700024	30488	-	4316	17864
chr1	9681863	9699654	17792	-	4319	17864
chr1	9718622	9748382	29761	-	4320	70675
chr1	9960163	9967932	7770	-	4329	100039596
chr1	9960171	9962809	2639	-	4330	NA
chr1	9968624	9985692	17069	-	4331	69312
chr1	9968624	10003453	34830	-	4332	69312
chr1	9968624	10009136	40513	-	4333	69312
chr1	9968825	10009130	40306	-	4334	69312
chr1	9978816	10009130	30315	-	4335	69312
chr1	10024601	10038127	13527	-	4338	26754
chr1	10024843	10035128	10286	-	4339	26754
chr1	10027198	10037941	10744	-	4340	26754
chr1	10030687	10038149	7463	-	4341	26754
chr1	10137571	10232670	95100	-	4346	211673
chr1	10173075	10232670	59596	-	4351	211673
chr1	10324720	10719945	395226	-	4355	329093
chr1	10324727	10719945	395219	-	4356	329093
chr1	12866549	12992650	126102	-	4368	240726
chr1	12866552	12991135	124584	-	4369	240726
chr1	12871348	12991177	119830	-	4370	240726
chr1	12878595	12991135	112541	-	4371	240726
chr1	12879683	12990914	111232	-	4372	240726
chr1	12879683	12990914	111232	-	4373	240726
chr1	13113457	13127163	13707	-	4377	383491
chr1	13139105	13372439	233335	-	4378	17978
chr1	13139159	13374083	234925	-	4379	17978
chr1	13142475	13374083	231609	-	4380	17978
chr1	13190106	13299722	109617	-	4389	17978
chr1	13564698	13589910	25213	-	4397	72265
chr1	13578118	13589875	11758	-	4399	72265
chr1	13623330	13660546	37217	-	4400	212442
chr1	14168954	14310200	141247	-	4407	14048
chr1	14168958	14310235	141278	-	4408	14048
chr1	14169666	14310119	140454	-	4409	14048
chr1	14170643	14304570	133928	-	4410	14048
chr1	14207926	14231492	23567	-	4411	14048
chr1	14252600	14304619	52020	-	4412	14048
chr1	14270707	14304628	33922	-	4414	14048
chr1	14270775	14309836	39062	-	4415	14048
chr1	14753346	14755990	2645	-	4417	17681
chr1	14753746	14755353	1608	-	4418	17681
chr1	14872648	14918862	46215	-	4422	277328
chr1	14873506	14918835	45330	-	4423	277328
chr1	15853862	15892722	38861	-	4428	226866
chr1	16065979	16081212	15234	-	4429	75799
chr1	16065979	16093325	27347	-	4430	75799
chr1	16065979	16093325	27347	-	4431	75799
chr1	16101295	16104662	3368	-	4433	19989
chr1	16101780	16104227	2448	-	4436	19989
chr1	16228674	16519306	290633	-	4439	29819
chr1	16228801	16519228	290428	-	4440	29819
chr1	16228804	16519228	290425	-	4441	29819
chr1	16228810	16519306	290497	-	4442	29819
chr1	16228816	16520112	291297	-	4443	29819
chr1	16343407	16519211	175805	-	4444	29819
chr1	16343486	16519247	175762	-	4445	29819
chr1	16343571	16520067	176497	-	4446	29819
chr1	16344291	16519240	174950	-	4448	29819
chr1	16344299	16519253	174955	-	4449	29819
chr1	16345594	16519307	173714	-	4450	29819
chr1	16394143	16519270	125128	-	4451	29819
chr1	16440442	16520080	79639	-	4452	29819
chr1	16459715	16519260	59546	-	4453	29819
chr1	16460104	16520021	59918	-	4454	29819
chr1	16460213	16520020	59808	-	4455	29819
chr1	16540790	16619312	78523	-	4456	66799
chr1	16569782	16619489	49708	-	4458	66799
chr1	16571269	16619338	48070	-	4459	66799
chr1	16581936	16619259	37324	-	4460	66799
chr1	16641725	16656884	15160	-	4463	67923
chr1	16642767	16657042	14276	-	4464	67923
chr1	16643142	16657018	13877	-	4465	67923
chr1	16643169	16657038	13870	-	4466	67923
chr1	16643191	16656914	13724	-	4467	67923
chr1	16643342	16648039	4698	-	4468	67923
chr1	16643472	16656625	13154	-	4469	67923
chr1	16964560	17004219	39660	-	4477	57339
chr1	16994938	17097889	102952	-	4478	57339
chr1	18115191	18145902	30712	-	4494	78081
chr1	18115204	18137051	21848	-	4495	78081
chr1	18115600	18145902	30303	-	4496	78081
chr1	18236473	18237443	971	-	4498	654460
chr1	18250980	18265138	14159	-	4499	77673
chr1	18260524	18265080	4557	-	4500	77673
chr1	20057779	20618064	560286	-	4507	241035
chr1	20777146	20784270	7125	-	4514	257630
chr1	20777783	20790617	12835	-	4516	257630
chr1	20802968	20820312	17345	-	4518	17215
chr1	20996299	21079229	82931	-	4526	170829
chr1	21398403	21961581	563179	-	4533	226922
chr1	21398408	21961942	563535	-	4534	226922
chr1	21402163	21961581	559419	-	4535	226922
chr1	21402163	21961581	559419	-	4536	226922
chr1	21402163	21961581	559419	-	4537	226922
chr1	22286251	22805724	519474	-	4544	116837
chr1	22286251	22805724	519474	-	4545	116837
chr1	22286251	22805724	519474	-	4546	116837
chr1	22286251	22805724	519474	-	4547	116837
chr1	22286251	22805724	519474	-	4548	116837
chr1	22286915	22315805	28891	-	4549	116837
chr1	22288422	22432843	144422	-	4550	116837
chr1	22468191	22805724	337534	-	4551	116837
chr1	22533955	22805994	272040	-	4552	116837
chr1	23100473	23102253	1781	-	4555	66755
chr1	23366424	23383175	16752	-	4559	70155
chr1	23370268	23397541	27274	-	4561	70155
chr1	23845625	23922317	76693	-	4564	98366
chr1	23846296	23909689	63394	-	4566	98366
chr1	23995939	24005656	9718	-	4570	68002
chr1	24011093	24026759	15667	-	4572	68187
chr1	24011093	24086526	75434	-	4573	68187
chr1	24011245	24100194	88950	-	4574	68187
chr1	24011591	24100182	88592	-	4575	68187
chr1	24011604	24029086	17483	-	4576	68187
chr1	24011681	24100333	88653	-	4577	68187
chr1	24024275	24028450	4176	-	4578	68187
chr1	24028722	24100216	71495	-	4579	68187
chr1	24263994	24587472	323479	-	4582	12823
chr1	24279770	24587411	307642	-	4583	12823
chr1	25067476	25228826	161351	-	4597	210933
chr1	25067550	25826139	758590	-	4598	210933
chr1	25067550	25829511	761962	-	4599	210933
chr1	25067550	25829707	762158	-	4600	210933
chr1	25067678	25826760	759083	-	4601	210933
chr1	26681814	26687460	5647	-	4630	210940
chr1	28776117	28780252	4136	-	4635	210962
chr1	30802339	30873581	71243	-	4643	213109
chr1	30802342	30863256	60915	-	4644	213109
chr1	30803546	30810712	7167	-	4645	213109
chr1	30820226	30873804	53579	-	4650	213109
chr1	30831205	30873894	42690	-	4654	213109
chr1	30863070	30873252	10183	-	4656	NA
chr1	30940302	30949309	9008	-	4659	19243
chr1	30940302	30949770	9469	-	4660	19243
chr1	30940303	30949755	9453	-	4661	19243
chr1	30941580	30949757	8178	-	4662	19243
chr1	30949584	30949691	108	-	4665	NA
chr1	30977243	30977968	726	-	4666	NA
chr1	30997842	31222617	224776	-	4668	70988
chr1	30997867	30999904	2038	-	4669	NA
chr1	30997867	31222597	224731	-	4670	70988
chr1	32543686	32547294	3609	-	4680	408191
chr1	33453810	33669795	215986	-	4687	19076
chr1	33745484	33757795	12312	-	4692	213539
chr1	33746802	33757741	10940	-	4694	213539
chr1	33761545	33814385	52841	-	4696	98403
chr1	33761545	33814527	52983	-	4697	98403
chr1	33777543	33805389	27847	-	4698	98403
chr1	33779056	33783937	4882	-	4699	98403
chr1	33779189	33814426	35238	-	4700	98403
chr1	33792136	33814570	22435	-	4703	98403
chr1	33852052	33907768	55717	-	4706	320705
chr1	33852052	33907791	55740	-	4707	320705
chr1	33852052	33907816	55765	-	4708	320705
chr1	34436670	34439672	3003	-	4723	69668
chr1	34543968	34560943	16976	-	4733	21756
chr1	34552334	34558111	5778	-	4734	21756
chr1	34552334	34560920	8587	-	4735	21756
chr1	34813219	34843050	29832	-	4743	214469
chr1	34813226	34843065	29840	-	4744	214469
chr1	34817235	34842964	25730	-	4745	214469
chr1	34817352	34842985	25634	-	4746	214469
chr1	34818009	34843034	25026	-	4747	214469
chr1	34819699	34843004	23306	-	4749	214469
chr1	36140027	36244305	104279	-	4759	320011
chr1	36143486	36244161	100676	-	4761	320011
chr1	36161747	36173473	11727	-	4764	320011
chr1	36162226	36182634	20409	-	4765	320011
chr1	36185887	36210030	24144	-	4768	320011
chr1	36264597	36273435	8839	-	4771	214854
chr1	36268861	36274679	5819	-	4772	214854
chr1	36335730	36369157	33428	-	4773	226976
chr1	36335730	36369181	33452	-	4774	226976
chr1	36337573	36368014	30442	-	4775	226976
chr1	36337573	36369171	31599	-	4776	226976
chr1	36354719	36368041	13323	-	4778	226976
chr1	36358129	36369155	11027	-	4779	226976
chr1	36365628	36368041	2414	-	4780	226976
chr1	36367966	36369102	1137	-	4782	226976
chr1	36419871	36439668	19798	-	4783	214895
chr1	36422065	36445271	23207	-	4784	214895
chr1	36423186	36445271	22086	-	4786	214895
chr1	36423186	36445271	22086	-	4787	214895
chr1	36424506	36428366	3861	-	4788	214895
chr1	36428392	36445271	16880	-	4789	214895
chr1	36530188	36536521	6334	-	4792	78321
chr1	36530193	36539358	9166	-	4793	78321
chr1	36530534	36535739	5206	-	4794	78321
chr1	36531326	36535739	4414	-	4795	78321
chr1	36534052	36539429	5378	-	4797	78321
chr1	36537507	36547219	9713	-	4798	109346
chr1	36538094	36547445	9352	-	4799	109346
chr1	36539360	36547231	7872	-	4800	109346
chr1	36548639	36558349	9711	-	4804	20353
chr1	36548642	36557526	8885	-	4805	20353
chr1	36548642	36557557	8916	-	4806	20353
chr1	36548642	36558349	9708	-	4807	20353
chr1	36554400	36557534	3135	-	4810	20353
chr1	36555932	36558250	2319	-	4811	20353
chr1	36562692	36683183	120492	-	4812	381337
chr1	36562696	36600411	37716	-	4815	381337
chr1	36564328	36600954	36627	-	4816	381337
chr1	36599976	36683183	83208	-	4819	381337
chr1	36698114	36710008	11895	-	4820	226977
chr1	36701763	36709678	7916	-	4823	226977
chr1	36701784	36714422	12639	-	4824	226977
chr1	36792191	36939527	147337	-	4830	56030
chr1	36792194	36939822	147629	-	4831	56030
chr1	36814142	36818761	4620	-	4834	56030
chr1	36815920	36819152	3233	-	4835	56030
chr1	36818660	36824781	6122	-	4836	56030
chr1	36841672	36943666	101995	-	4837	56030
chr1	37417084	37430103	13020	-	4847	76178
chr1	37439340	37536235	96896	-	4849	269181
chr1	37439340	37541016	101677	-	4850	269181
chr1	37443716	37536404	92689	-	4851	269181
chr1	37444320	37496130	51811	-	4852	269181
chr1	37462913	37496133	33221	-	4853	269181
chr1	37462916	37496095	33180	-	4854	269181
chr1	37611677	37625242	13566	-	4859	72097
chr1	37611677	37720085	108409	-	4860	72097
chr1	37637986	37719795	81810	-	4861	72097
chr1	37754776	37865079	110304	-	4863	211484
chr1	37760823	37855374	94552	-	4864	211484
chr1	37760823	37866429	105607	-	4865	211484
chr1	37801463	37855347	53885	-	4866	211484
chr1	37832403	37864836	32434	-	4867	211484
chr1	37833435	37865073	31639	-	4868	211484
chr1	37834271	37865073	30803	-	4869	211484
chr1	37874801	37890407	15607	-	4871	69028
chr1	37878888	37890411	11524	-	4872	69028
chr1	37905923	37916493	10571	-	4876	332427
chr1	37946736	37957759	11024	-	4878	69541
chr1	37946738	37957759	11022	-	4879	69541
chr1	37985189	37997315	12127	-	4880	98258
chr1	37987394	37997243	9850	-	4881	98258
chr1	37987394	37997893	10500	-	4882	98258
chr1	37987640	37995845	8206	-	4884	98258
chr1	37987643	37997616	9974	-	4885	98258
chr1	37990258	37996658	6401	-	4886	98258
chr1	38052786	38129662	76877	-	4888	56210
chr1	38067614	38083783	16170	-	4892	56210
chr1	38071383	38085654	14272	-	4893	56210
chr1	38092151	38128301	36151	-	4897	56210
chr1	38098909	38128317	29409	-	4898	56210
chr1	38107683	38129801	22119	-	4899	56210
chr1	38177326	38627185	449860	-	4900	16764
chr1	38177326	38627201	449876	-	4901	16764
chr1	38177327	38664955	487629	-	4902	16764
chr1	38535159	38664955	129797	-	4905	16764
chr1	38793645	38836711	43067	-	4906	381338
chr1	38794509	38821215	26707	-	4907	381338
chr1	38863867	38898010	34144	-	4909	98388
chr1	38863867	38898089	34223	-	4910	98388
chr1	38863875	38871760	7886	-	4911	98388
chr1	38863877	38898161	34285	-	4912	98388
chr1	38870143	38898153	28011	-	4913	98388
chr1	38873949	38898134	24186	-	4914	98388
chr1	39371492	39478755	107264	-	4921	54610
chr1	39371867	39372433	567	-	4922	NA
chr1	39372296	39478661	106366	-	4923	54610
chr1	39373316	39478700	105385	-	4924	54610
chr1	39551296	39577405	26110	-	4929	67702
chr1	39552469	39577356	24888	-	4930	67702
chr1	39565093	39577303	12211	-	4932	67702
chr1	39618406	39651474	33069	-	4935	263764
chr1	39665301	39720997	55697	-	4936	619289
chr1	39804148	39805332	1185	-	4938	100042065
chr1	40772038	40790663	18626	-	4948	211798
chr1	40772041	40790687	18647	-	4949	211798
chr1	43047200	43098622	51423	-	4972	73122
chr1	43047220	43092729	45510	-	4973	73122
chr1	43059891	43092447	32557	-	4975	73122
chr1	43071496	43098608	27113	-	4976	73122
chr1	43075616	43098364	22749	-	4979	73122
chr1	43123074	43163961	40888	-	4980	14200
chr1	43123290	43196984	73695	-	4981	14200
chr1	43131764	43196761	64998	-	4982	14200
chr1	43746966	43827800	80835	-	4987	67883
chr1	43749512	43827741	78230	-	4988	67883
chr1	43765007	43827800	62794	-	4989	67883
chr1	43771730	43827750	56021	-	4991	67883
chr1	43780118	43827762	47645	-	4993	67883
chr1	43790631	43827774	37144	-	4994	67883
chr1	44009408	44020006	10599	-	4996	433294
chr1	44055872	44079746	23875	-	5000	NA
chr1	44055952	44061936	5985	-	5001	NA
chr1	44086613	44102391	15779	-	5002	75623
chr1	44086616	44102438	15823	-	5003	75623
chr1	44086810	44102343	15534	-	5004	75623
chr1	44086810	44102362	15553	-	5005	75623
chr1	44086860	44102423	15564	-	5006	75623
chr1	44086861	44102441	15581	-	5007	75623
chr1	44086867	44101672	14806	-	5008	75623
chr1	44087029	44102433	15405	-	5009	75623
chr1	44087901	44102401	14501	-	5010	75623
chr1	44088017	44102013	13997	-	5011	75623
chr1	44088502	44102414	13913	-	5012	75623
chr1	44088508	44102437	13930	-	5013	75623
chr1	44088514	44099995	11482	-	5014	75623
chr1	44106546	44118808	12263	-	5017	72050
chr1	44106887	44118765	11879	-	5019	72050
chr1	44114784	44118701	3918	-	5021	72050
chr1	44204070	44218961	14892	-	5022	403183
chr1	45374321	45503282	128962	-	5029	12832
chr1	45889941	45890078	138	-	5040	NA
chr1	45908068	45925582	17515	-	5041	53945
chr1	45921217	45926519	5303	-	5045	53945
chr1	45921217	45926519	5303	-	5046	53945
chr1	45921217	45926519	5303	-	5047	53945
chr1	46807544	46854046	46503	-	5054	227059
chr1	46835640	46892852	57213	-	5056	227059
chr1	46835738	46888070	52333	-	5057	227059
chr1	51465862	51478399	12538	-	5080	109019
chr1	51466007	51478067	12061	-	5081	109019
chr1	51468690	51478399	9710	-	5082	109019
chr1	51469488	51478399	8912	-	5083	109019
chr1	51469857	51478399	8543	-	5084	109019
chr1	51470807	51478399	7593	-	5085	109019
chr1	51471129	51478425	7297	-	5086	109019
chr1	51471142	51478399	7258	-	5087	109019
chr1	51749765	51916071	166307	-	5095	17912
chr1	51749982	51915941	165960	-	5096	17912
chr1	51749989	51907316	157328	-	5097	17912
chr1	51749994	51915928	165935	-	5098	17912
chr1	51797403	51896301	98899	-	5105	17912
chr1	52163448	52233223	69776	-	5118	14660
chr1	52165941	52232296	66356	-	5119	14660
chr1	52166128	52190909	24782	-	5120	14660
chr1	52184104	52233232	49129	-	5124	14660
chr1	52185280	52212209	26930	-	5126	14660
chr1	52187683	52190909	3227	-	5127	14660
chr1	52457294	52500300	43007	-	5137	17936
chr1	52457294	52500679	43386	-	5138	17936
chr1	52459218	52490736	31519	-	5139	17936
chr1	52656286	52727462	71177	-	5145	98682
chr1	52656527	52709195	52669	-	5146	98682
chr1	52659986	52727462	67477	-	5148	98682
chr1	52785427	52817688	32262	-	5152	16329
chr1	52789668	52799488	9821	-	5153	16329
chr1	52794665	52817568	22904	-	5155	16329
chr1	52797066	52800371	3306	-	5157	16329
chr1	52922324	52952844	30521	-	5159	67080
chr1	52922324	52953350	31027	-	5160	67080
chr1	52922324	52963260	40937	-	5161	67080
chr1	52925183	53020179	94997	-	5162	67080
chr1	52925187	52992655	67469	-	5163	67080
chr1	52925188	52972046	46859	-	5164	67080
chr1	52925198	52992656	67459	-	5165	67080
chr1	53158577	53187636	29060	-	5166	69397
chr1	53158600	53187608	29009	-	5167	69397
chr1	53189187	53297018	107832	-	5168	227099
chr1	53197112	53297017	99906	-	5169	227099
chr1	53267863	53296975	29113	-	5171	227099
chr1	53275121	53282408	7288	-	5172	227099
chr1	53275143	53297015	21873	-	5173	227099
chr1	53281947	53297015	15069	-	5174	227099
chr1	53325507	53352667	27161	-	5176	70396
chr1	53344617	53352752	8136	-	5179	70396
chr1	53344645	53352752	8108	-	5180	70396
chr1	53347831	53352752	4922	-	5181	70396
chr1	53348238	53351275	3038	-	5182	70396
chr1	53348479	53352619	4141	-	5183	110599589
chr1	53397006	53706761	309756	-	5186	627872
chr1	53755506	53785224	29719	-	5189	98267
chr1	53761149	53785157	24009	-	5191	98267
chr1	53806876	54194048	387173	-	5192	329152
chr1	53806882	54195034	388153	-	5193	329152
chr1	53930813	54195034	264222	-	5197	329152
chr1	54396004	54438971	42968	-	5201	98488
chr1	54443404	54456763	13360	-	5204	NA
chr1	54472994	54557682	84689	-	5205	241062
chr1	54645340	54926387	281048	-	5211	329154
chr1	54645342	54926387	281046	-	5212	329154
chr1	54649097	54657687	8591	-	5213	329154
chr1	54651669	54763728	112060	-	5214	329154
chr1	54766792	54884711	117920	-	5225	329154
chr1	54985169	55027481	42313	-	5227	81898
chr1	55012252	55027394	15143	-	5232	81898
chr1	55077835	55088024	10190	-	5236	15510
chr1	55083067	55088243	5177	-	5237	15510
chr1	55084533	55088243	3711	-	5238	15510
chr1	55170159	55226782	56624	-	5241	74013
chr1	55171748	55226782	55035	-	5242	74013
chr1	55201651	55226782	25132	-	5243	74013
chr1	55248658	55300178	51521	-	5246	75388
chr1	55268856	55360741	91886	-	5247	75388
chr1	55300069	55362726	62658	-	5248	75388
chr1	55300069	55363319	63251	-	5249	75388
chr1	55300069	55363319	63251	-	5250	75388
chr1	55346257	55363469	17213	-	5251	75388
chr1	56636044	56637435	1392	-	5257	71066
chr1	56793981	56972502	178522	-	5258	212712
chr1	56793986	56971858	177873	-	5259	212712
chr1	56793988	56969872	175885	-	5260	212712
chr1	56948134	56969840	21707	-	5261	212712
chr1	56969740	56978650	8911	-	5262	212712
chr1	57388237	57407101	18865	-	5267	68736
chr1	57388240	57406674	18435	-	5269	68736
chr1	57388666	57406443	17778	-	5272	68736
chr1	57391429	57406471	15043	-	5275	68736
chr1	57955101	57970084	14984	-	5282	51960
chr1	57955248	57970128	14881	-	5283	51960
chr1	57955253	57969524	14272	-	5284	51960
chr1	57956072	58018956	62885	-	5285	51960
chr1	57956580	57970048	13469	-	5286	51960
chr1	58412000	58424066	12067	-	5300	12747
chr1	58412000	58424066	12067	-	5301	12747
chr1	58412000	58424066	12067	-	5302	12747
chr1	58430994	58445429	14436	-	5309	70225
chr1	58430994	58445434	14441	-	5310	70225
chr1	58430997	58445486	14490	-	5311	70225
chr1	58433787	58445369	11583	-	5313	70225
chr1	58434415	58445439	11025	-	5314	70225
chr1	58434419	58445482	11064	-	5315	70225
chr1	58462771	58505109	42339	-	5318	18393
chr1	58464204	58501416	37213	-	5319	18393
chr1	58483698	58504925	21228	-	5322	18393
chr1	58500346	58504955	4610	-	5323	18393
chr1	58522806	58586323	63518	-	5324	213056
chr1	58527021	58586266	59246	-	5325	213056
chr1	58527743	58565954	38212	-	5326	213056
chr1	58529083	58586191	57109	-	5327	213056
chr1	58552187	58586275	34089	-	5328	213056
chr1	58646903	58695989	49087	-	5334	108812
chr1	58658120	58692442	34323	-	5335	108812
chr1	58658120	58695953	37834	-	5336	108812
chr1	58658363	58692442	34080	-	5337	108812
chr1	58900449	58973430	72982	-	5341	70827
chr1	58903504	58946337	42834	-	5342	70827
chr1	58926663	58973429	46767	-	5345	70827
chr1	58997116	59094893	97778	-	5347	73463
chr1	58997116	59094893	97778	-	5348	73463
chr1	59050506	59094900	44395	-	5350	73463
chr1	59100590	59120094	19505	-	5352	381259
chr1	59100597	59119806	19210	-	5353	381259
chr1	59100911	59120382	19472	-	5354	381259
chr1	59108195	59120112	11918	-	5355	381259
chr1	59109090	59120408	11319	-	5357	381259
chr1	59120935	59158668	37734	-	5359	227157
chr1	59120935	59161636	40702	-	5360	227157
chr1	59120935	59163389	42455	-	5361	227157
chr1	59120936	59161636	40701	-	5362	227157
chr1	59121144	59158661	37518	-	5364	227157
chr1	59162926	59237231	74306	-	5369	74018
chr1	59164058	59237093	73036	-	5370	74018
chr1	59215651	59237226	21576	-	5372	74018
chr1	59639434	59670834	31401	-	5380	22218
chr1	59639944	59670739	30796	-	5381	22218
chr1	59989068	60043087	54020	-	5387	70375
chr1	59989075	60043122	54048	-	5388	70375
chr1	59991124	60028229	37106	-	5389	70375
chr1	60069785	60097908	28124	-	5392	57750
chr1	60076868	60098146	21279	-	5393	57750
chr1	60076868	60098645	21778	-	5394	57750
chr1	60088041	60098125	10085	-	5397	57750
chr1	60088041	60098135	10095	-	5398	57750
chr1	60482292	60566779	84488	-	5401	77300
chr1	60483185	60499550	16366	-	5402	77300
chr1	60483236	60566765	83530	-	5403	77300
chr1	60490676	60566769	76094	-	5404	77300
chr1	60525688	60567104	41417	-	5409	77300
chr1	62958418	63091929	133512	-	5429	227195
chr1	63047801	63114267	66467	-	5430	227195
chr1	63047801	63114267	66467	-	5431	227195
chr1	63047801	63114667	66867	-	5432	227195
chr1	63062150	63114334	52185	-	5434	227195
chr1	63062164	63114255	52092	-	5435	227195
chr1	63143596	63176822	33227	-	5437	227197
chr1	63143689	63147391	3703	-	5439	227197
chr1	63143735	63176732	32998	-	5440	227197
chr1	63150066	63176663	26598	-	5441	227197
chr1	63163839	63176690	12852	-	5445	227197
chr1	63165014	63176666	11653	-	5446	227197
chr1	63169253	63176793	7541	-	5447	227197
chr1	63170853	63176833	5981	-	5448	227197
chr1	63182691	63214543	31853	-	5449	241070
chr1	63622851	63686927	64077	-	5459	241073
chr1	63698819	63730318	31500	-	5461	76668
chr1	63754907	63769267	14361	-	5462	74426
chr1	64029447	64121491	92045	-	5464	93691
chr1	64041926	64121482	79557	-	5465	93691
chr1	64079103	64122282	43180	-	5467	93691
chr1	64606473	64617242	10770	-	5470	67099
chr1	64606480	64617168	10689	-	5471	67099
chr1	64730558	64737751	7194	-	5477	14367
chr1	64734469	64737749	3281	-	5478	14367
chr1	64785983	64956824	170842	-	5479	241075
chr1	64789121	64956824	167704	-	5480	241075
chr1	64938021	64956775	18755	-	5483	241075
chr1	65012689	65032747	20059	-	5487	70861
chr1	65012689	65032759	20071	-	5488	70861
chr1	65016068	65032686	16619	-	5490	70861
chr1	65048554	65051149	2596	-	5493	12968
chr1	65048557	65051119	2563	-	5494	12968
chr1	65061872	65063452	1581	-	5495	12967
chr1	65062345	65063301	957	-	5496	12967
chr1	65071525	65073689	2165	-	5498	12966
chr1	65071531	65073521	1991	-	5499	12966
chr1	65080219	65082288	2070	-	5500	12965
chr1	65100389	65103373	2985	-	5502	12964
chr1	65100619	65119558	18940	-	5503	98303
chr1	65105285	65123214	17930	-	5504	98303
chr1	65107313	65123193	15881	-	5505	98303
chr1	65108719	65123114	14396	-	5506	98303
chr1	65158616	65179181	20566	-	5507	15926
chr1	65158618	65186479	27862	-	5508	15926
chr1	65166199	65186438	20240	-	5509	15926
chr1	65166244	65186500	20257	-	5510	15926
